time,Sine500,WaveSeq,SpeedPU,SpeedRe,Iq,IqRef
283626,0.951,20132,0,0,0.063,0
283626,0.809,20134,0,,0.063,
283626,0.587,20136,0,,0.063,
283626,0.309,20138,0,,0.063,
283626,0,20140,0,,0.063,
283626,-0.309,20142,0,,0.063,
283626,-0.587,20144,0,,0.063,
283626,-0.809,20146,0,,0.063,
283626,-0.951,20148,0,,0.063,
283626,-1,20150,0,,0.063,
283626,-0.951,20152,0,0,0.063,0
283626,-0.809,20154,0,,0.063,
283626,-0.587,20156,0,,0.063,
283626,-0.309,20158,0,,0.063,
283626,0,20160,0,,0.063,
283626,0.309,20162,0,,0.063,
283626,0.587,20164,0,,0.063,
283626,0.809,20166,0,,0.063,
283626,0.951,20168,0,,0.063,
283626,1,20170,0,,0.063,
283626,0.951,20172,0,0,0.063,0
283626,0.809,20174,0,,0.063,
283626,0.587,20176,0,,0.063,
283626,0.309,20178,0,,0.063,
283626,0,20180,0,,0.063,
283626,-0.309,20182,0,,0.063,
283626,-0.587,20184,0,,0.063,
283626,-0.809,20186,0,,0.063,
283626,-0.951,20188,0,,0.063,
283626,-1,20190,0,,0.063,
283626,-0.951,20192,0,0,0.063,0
283626,-0.809,20194,0,,0.063,
283626,-0.587,20196,0,,0.063,
283626,-0.309,20198,0,,0.063,
283626,0,20200,0,,0.063,
283626,0.309,20202,0,,0.063,
283626,0.587,20204,0,,0.063,
283626,0.809,20206,0,,0.063,
283626,0.951,20208,0,,0.063,
283626,1,20210,0,,0.063,
283626,0.951,20212,0,0,0.063,0
283626,0.809,20214,0,,0.063,
283626,0.587,20216,0,,0.063,
283626,0.309,20218,0,,0.063,
283626,0,20220,0,,0.063,
283626,-0.309,20222,0,,0.063,
283626,-0.587,20224,0,,0.063,
283626,-0.809,20226,0,,0.063,
283626,-0.951,20228,0,,0.063,
283626,-1,20230,0,,0.063,
283626,-0.951,20232,0,0,0.063,0
283626,-0.809,20234,0,,0.063,
283626,-0.587,20236,0,,0.063,
283626,-0.309,20238,0,,0.063,
283626,0,20240,0,,0.063,
283626,0.309,20242,0,,0.063,
283626,0.587,20244,0,,0.063,
283626,0.809,20246,0,,0.063,
283626,0.951,20248,0,,0.063,
283626,1,20250,0,,0.063,
283626,0.951,20252,0,0,0.063,0
283626,0.809,20254,0,,0.063,
283626,0.587,20256,0,,0.063,
283626,0.309,20258,0,,0.063,
283626,0,20260,0,,0.063,
283626,-0.309,20262,0,,0.063,
283626,-0.587,20264,0,,0.063,
283626,-0.809,20266,0,,0.063,
283626,-0.951,20268,0,,0.063,
283626,-1,20270,0,,0.063,
283626,-0.951,20272,0,0,0.063,0
283626,-0.809,20274,0,,0.063,
283626,-0.587,20276,0,,0.063,
283626,-0.309,20278,0,,0.063,
283626,0,20280,0,,0.063,
283626,0.309,20282,0,,0.063,
283626,0.587,20284,0,,0.063,
283626,0.809,20286,0,,0.063,
283626,0.951,20288,0,,0.063,
283626,1,20290,0,,0.063,
283626,0.951,20292,0,0,0.063,0
283626,0.809,20294,0,,0.063,
283626,0.587,20296,0,,0.063,
283626,0.309,20298,0,,0.063,
283626,0,20300,0,,0.063,
283626,-0.309,20302,0,,0.063,
283626,-0.587,20304,0,,0.063,
283626,-0.809,20306,0,,0.063,
283626,-0.951,20308,0,,0.063,
283626,-1,20310,0,,0.063,
283626,-0.951,20312,0,0,0.063,0
283626,-0.809,20314,0,,0.063,
283626,-0.587,20316,0,,0.063,
283626,-0.309,20318,0,,0.063,
283626,0,20320,0,,0.063,
283626,0.309,20322,0,,0.063,
283626,0.587,20324,0,,0.063,
283626,0.809,20326,0,,0.063,
283626,0.951,20328,0,,0.063,
283626,1,20330,0,,0.063,
283626,0.951,20332,0,0,0.063,0
283626,0.809,20334,0,,0.063,
283626,0.587,20336,0,,0.063,
283626,0.309,20338,0,,0.063,
283626,0,20340,0,,0.063,
283626,-0.309,20342,0,,0.063,
283626,-0.587,20344,0,,0.063,
283626,-0.809,20346,0,,0.063,
283626,-0.951,20348,0,,0.063,
283626,-1,20350,0,,0.063,
283626,-0.951,20352,0,0,0.063,0
283626,-0.809,20354,0,,0.063,
283626,-0.587,20356,0,,0.063,
283626,-0.309,20358,0,,0.063,
283626,0,20360,0,,0.063,
283626,0.309,20362,0,,0.063,
283626,0.587,20364,0,,0.063,
283626,0.809,20366,0,,0.063,
283626,0.951,20368,0,,0.063,
283626,1,20370,0,,0.063,
283626,0.951,20372,0,0,0.063,0
283626,0.809,20374,0,,0.063,
283626,0.587,20376,0,,0.063,
283626,0.309,20378,0,,0.063,
283626,0,20380,0,,0.063,
283626,-0.309,20382,0,,0.063,
283626,-0.587,20384,0,,0.063,
283626,-0.809,20386,0,,0.063,
283626,-0.951,20388,0,,0.063,
283626,-1,20390,0,,0.063,
283626,-0.951,20392,0,0,0.063,0
283626,-0.809,20394,0,,0.063,
283626,-0.587,20396,0,,0.063,
283626,-0.309,20398,0,,0.063,
283626,0,20400,0,,0.063,
283626,0.309,20402,0,,0.063,
283626,0.587,20404,0,,0.063,
283626,0.809,20406,0,,0.063,
283626,0.951,20408,0,,0.063,
283626,1,20410,0,,0.063,
283626,0.951,20412,0,0,0.063,0
283626,0.809,20414,0,,0.063,
283626,0.587,20416,0,,0.063,
283626,0.309,20418,0,,0.063,
283626,0,20420,0,,0.063,
283626,-0.309,20422,0,,0.063,
283626,-0.587,20424,0,,0.063,
283626,-0.809,20426,0,,0.063,
283626,-0.951,20428,0,,0.063,
283626,-1,20430,0,,0.063,
283626,-0.951,20432,0,0,0.063,0
283626,-0.809,20434,0,,0.063,
283626,-0.587,20436,0,,0.063,
283626,-0.309,20438,0,,0.063,
283626,0,20440,0,,0.063,
283626,0.309,20442,0,,0.063,
283626,0.587,20444,0,,0.063,
283626,0.809,20446,0,,0.063,
283626,0.951,20448,0,,0.063,
283626,1,20450,0,,0.063,
283626,0.951,20452,0,0,0.063,0
283626,0.809,20454,0,,0.063,
283626,0.587,20456,0,,0.063,
283626,0.309,20458,0,,0.063,
283626,0,20460,0,,0.063,
283626,-0.309,20462,0,,0.063,
283626,-0.587,20464,0,,0.063,
283626,-0.809,20466,0,,0.063,
283626,-0.951,20468,0,,0.063,
283626,-1,20470,0,,0.063,
283626,-0.951,20472,0,0,0.063,0
283626,-0.809,20474,0,,0.063,
283626,-0.587,20476,0,,0.063,
283626,-0.309,20478,0,,0.063,
283626,0,20480,0,,0.063,
283626,0.309,20482,0,,0.063,
283626,0.587,20484,0,,0.063,
283626,0.809,20486,0,,0.063,
283626,0.951,20488,0,,0.063,
283626,1,20490,0,,0.063,
283626,0.951,20492,0,0,0.063,0
283626,0.809,20494,0,,0.063,
283626,0.587,20496,0,,0.063,
283626,0.309,20498,0,,0.063,
283626,0,20500,0,,0.063,
283626,-0.309,20502,0,,0.063,
283626,-0.587,20504,0,,0.063,
283626,-0.809,20506,0,,0.063,
283626,-0.951,20508,0,,0.063,
283626,-1,20510,0,,0.063,
283626,-0.951,20512,0,0,0.063,0
283626,-0.809,20514,0,,0.063,
283626,-0.587,20516,0,,0.063,
283626,-0.309,20518,0,,0.063,
283626,0,20520,0,,0.063,
283626,0.309,20522,0,,0.063,
283626,0.587,20524,0,,0.063,
283626,0.809,20526,0,,0.063,
283626,0.951,20528,0,,0.063,
283626,1,20530,0,,0.063,
283626,0.951,20532,0,0,0.063,0
283626,0.809,20534,0,,0.063,
283626,0.587,20536,0,,0.063,
283626,0.309,20538,0,,0.063,
283626,0,20540,0,,0.063,
283626,-0.309,20542,0,,0.063,
283626,-0.587,20544,0,,0.063,
283626,-0.809,20546,0,,0.063,
283626,-0.951,20548,0,,0.063,
283626,-1,20550,0,,0.063,
283626,-0.951,20552,0,0,0.063,0
283626,-0.809,20554,0,,0.063,
283626,-0.587,20556,0,,0.063,
283626,-0.309,20558,0,,0.063,
283626,0,20560,0,,0.063,
283626,0.309,20562,0,,0.063,
283626,0.587,20564,0,,0.063,
283626,0.809,20566,0,,0.063,
283626,0.951,20568,0,,0.063,
283626,1,20570,0,,0.063,
283626,0.951,20572,0,0,0.063,0
283626,0.809,20574,0,,0.063,
283626,0.587,20576,0,,0.063,
283626,0.309,20578,0,,0.063,
283626,0,20580,0,,0.063,
283626,-0.309,20582,0,,0.063,
283626,-0.587,20584,0,,0.063,
283626,-0.809,20586,0,,0.063,
283626,-0.951,20588,0,,0.063,
283626,-1,20590,0,,0.063,
283626,-0.951,20592,0,0,0.063,0
283626,-0.809,20594,0,,0.063,
283626,-0.587,20596,0,,0.063,
283626,-0.309,20598,0,,0.063,
283626,0,20600,0,,0.063,
283626,0.309,20602,0,,0.063,
283626,0.587,20604,0,,0.063,
283626,0.809,20606,0,,0.063,
283626,0.951,20608,0,,0.063,
283626,1,20610,0,,0.063,
283626,0.951,20612,0,0,0.063,0
283626,0.809,20614,0,,0.063,
283626,0.587,20616,0,,0.063,
283626,0.309,20618,0,,0.063,
283626,0,20620,0,,0.063,
283626,-0.309,20622,0,,0.063,
283626,-0.587,20624,0,,0.063,
283626,-0.809,20626,0,,0.063,
283626,-0.951,20628,0,,0.063,
283626,-1,20630,0,,0.063,
283626,-0.951,20632,0,0,0.063,0
283626,-0.809,20634,0,,0.063,
283626,-0.587,20636,0,,0.063,
283626,-0.309,20638,0,,0.063,
283626,0,20640,0,,0.063,
283626,0.309,20642,0,,0.063,
283626,0.587,20644,0,,0.063,
283626,0.809,20646,0,,0.063,
283626,0.951,20648,0,,0.063,
283626,1,20650,0,,0.063,
283626,0.951,20652,0,0,0.063,0
283626,0.809,20654,0,,0.063,
283626,0.587,20656,0,,0.063,
283626,0.309,20658,0,,0.063,
283626,0,20660,0,,0.063,
283626,-0.309,20662,0,,0.063,
283626,-0.587,20664,0,,0.063,
283626,-0.809,20666,0,,0.063,
283626,-0.951,20668,0,,0.063,
283626,-1,20670,0,,0.063,
283626,-0.951,20672,0,0,0.063,0
283626,-0.809,20674,0,,0.063,
283626,-0.587,20676,0,,0.063,
283626,-0.309,20678,0,,0.063,
283626,0,20680,0,,0.063,
283626,0.309,20682,0,,0.063,
283626,0.587,20684,0,,0.063,
283626,0.809,20686,0,,0.063,
283626,0.951,20688,0,,0.063,
283626,1,20690,0,,0.063,
283626,0.951,20692,0,0,0.063,0
283626,0.809,20694,0,,0.063,
283626,0.587,20696,0,,0.063,
283626,0.309,20698,0,,0.063,
283626,0,20700,0,,0.063,
283626,-0.309,20702,0,,0.063,
283626,-0.587,20704,0,,0.063,
283626,-0.809,20706,0,,0.063,
283626,-0.951,20708,0,,0.063,
283626,-1,20710,0,,0.063,
283626,-0.951,20712,0,0,0.063,0
283626,-0.809,20714,0,,0.063,
283626,-0.587,20716,0,,0.063,
283626,-0.309,20718,0,,0.063,
283626,0,20720,0,,0.063,
283626,0.309,20722,0,,0.063,
283626,0.587,20724,0,,0.063,
283626,0.809,20726,0,,0.063,
283626,0.951,20728,0,,0.063,
283626,1,20730,0,,0.063,
283626,0.951,20732,0,0,0.063,0
283626,0.809,20734,0,,0.063,
283626,0.587,20736,0,,0.063,
283626,0.309,20738,0,,0.063,
283626,0,20740,0,,0.063,
283626,-0.309,20742,0,,0.063,
283626,-0.587,20744,0,,0.063,
283626,-0.809,20746,0,,0.063,
283626,-0.951,20748,0,,0.063,
283626,-1,20750,0,,0.063,
283626,-0.951,20752,0,0,0.063,0
283626,-0.809,20754,0,,0.063,
283626,-0.587,20756,0,,0.063,
283626,-0.309,20758,0,,0.063,
283626,0,20760,0,,0.063,
283626,0.309,20762,0,,0.063,
283626,0.587,20764,0,,0.063,
283626,0.809,20766,0,,0.063,
283626,0.951,20768,0,,0.063,
283626,1,20770,0,,0.063,
283626,0.951,20772,0,0,0.063,0
283626,0.809,20774,0,,0.063,
283626,0.587,20776,0,,0.063,
283626,0.309,20778,0,,0.063,
283626,0,20780,0,,0.063,
283626,-0.309,20782,0,,0.063,
283626,-0.587,20784,0,,0.063,
283626,-0.809,20786,0,,0.063,
283626,-0.951,20788,0,,0.063,
283626,-1,20790,0,,0.063,
283626,-0.951,20792,0,0,0.063,0
283626,-0.809,20794,0,,0.063,
283626,-0.587,20796,0,,0.063,
283626,-0.309,20798,0,,0.063,
283626,0,20800,0,,0.063,
283626,0.309,20802,0,,0.063,
283626,0.587,20804,0,,0.063,
283626,0.809,20806,0,,0.063,
283626,0.951,20808,0,,0.063,
283626,1,20810,0,,0.063,
283626,0.951,20812,0,0,0.063,0
283626,0.809,20814,0,,0.063,
283626,0.587,20816,0,,0.063,
283626,0.309,20818,0,,0.063,
283626,0,20820,0,,0.063,
283626,-0.309,20822,0,,0.063,
283626,-0.587,20824,0,,0.063,
283626,-0.809,20826,0,,0.063,
283626,-0.951,20828,0,,0.063,
283626,-1,20830,0,,0.063,
283626,-0.951,20832,0,0,0.063,0
283626,-0.809,20834,0,,0.063,
283626,-0.587,20836,0,,0.063,
283626,-0.309,20838,0,,0.063,
283626,0,20840,0,,0.063,
283626,0.309,20842,0,,0.063,
283626,0.587,20844,0,,0.063,
283626,0.809,20846,0,,0.063,
283626,0.951,20848,0,,0.063,
283626,1,20850,0,,0.063,
283626,0.951,20852,0,0,0.063,0
283626,0.809,20854,0,,0.063,
283626,0.587,20856,0,,0.063,
283626,0.309,20858,0,,0.063,
283626,0,20860,0,,0.063,
283626,-0.309,20862,0,,0.063,
283626,-0.587,20864,0,,0.063,
283626,-0.809,20866,0,,0.063,
283626,-0.951,20868,0,,0.063,
283626,-1,20870,0,,0.063,
283626,-0.951,20872,0,0,0.063,0
283626,-0.809,20874,0,,0.063,
283626,-0.587,20876,0,,0.063,
283626,-0.309,20878,0,,0.063,
283626,0,20880,0,,0.063,
283626,0.309,20882,0,,0.063,
283626,0.587,20884,0,,0.063,
283626,0.809,20886,0,,0.063,
283626,0.951,20888,0,,0.063,
283626,1,20890,0,,0.063,
283626,0.951,20892,0,0,0.063,0
283626,0.809,20894,0,,0.063,
283626,0.587,20896,0,,0.063,
283626,0.309,20898,0,,0.063,
283626,0,20900,0,,0.063,
283626,-0.309,20902,0,,0.063,
283626,-0.587,20904,0,,0.063,
283626,-0.809,20906,0,,0.063,
283626,-0.951,20908,0,,0.063,
283626,-1,20910,0,,0.063,
283626,-0.951,20912,0,0,0.063,0
283626,-0.809,20914,0,,0.063,
283626,-0.587,20916,0,,0.063,
283626,-0.309,20918,0,,0.063,
283626,0,20920,0,,0.063,
283626,0.309,20922,0,,0.063,
283626,0.587,20924,0,,0.063,
283626,0.809,20926,0,,0.063,
283626,0.951,20928,0,,0.063,
283626,1,20930,0,,0.063,
283626,0.951,20932,0,0,0.063,0
283626,0.809,20934,0,,0.063,
283626,0.587,20936,0,,0.063,
283626,0.309,20938,0,,0.063,
283626,0,20940,0,,0.063,
283626,-0.309,20942,0,,0.063,
283626,-0.587,20944,0,,0.063,
283626,-0.809,20946,0,,0.063,
283626,-0.951,20948,0,,0.063,
283626,-1,20950,0,,0.063,
283626,-0.951,20952,0,0,0.063,0
283626,-0.809,20954,0,,0.063,
283626,-0.587,20956,0,,0.063,
283626,-0.309,20958,0,,0.063,
283626,0,20960,0,,0.063,
283626,0.309,20962,0,,0.063,
283626,0.587,20964,0,,0.063,
283626,0.809,20966,0,,0.063,
283626,0.951,20968,0,,0.063,
283626,1,20970,0,,0.063,
283626,0.951,20972,0,0,0.063,0
283626,0.809,20974,0,,0.063,
283626,0.587,20976,0,,0.063,
283626,0.309,20978,0,,0.063,
283626,0,20980,0,,0.063,
283626,-0.309,20982,0,,0.063,
283626,-0.587,20984,0,,0.063,
283626,-0.809,20986,0,,0.063,
283626,-0.951,20988,0,,0.063,
283626,-1,20990,0,,0.063,
283626,-0.951,20992,0,0,0.063,0
283626,-0.809,20994,0,,0.063,
283626,-0.587,20996,0,,0.063,
283626,-0.309,20998,0,,0.063,
283626,0,21000,0,,0.063,
283626,0.309,21002,0,,0.063,
283626,0.587,21004,0,,0.063,
283626,0.809,21006,0,,0.063,
283626,0.951,21008,0,,0.063,
283626,1,21010,0,,0.063,
283626,0.951,21012,0,0,0.063,0
283626,0.809,21014,0,,0.063,
283626,0.587,21016,0,,0.063,
283626,0.309,21018,0,,0.063,
283626,0,21020,0,,0.063,
283626,-0.309,21022,0,,0.063,
283626,-0.587,21024,0,,0.063,
283626,-0.809,21026,0,,0.063,
283626,-0.951,21028,0,,0.063,
283626,-1,21030,0,,0.063,
283626,-0.951,21032,0,0,0.063,0
283626,-0.809,21034,0,,0.063,
283626,-0.587,21036,0,,0.063,
283626,-0.309,21038,0,,0.063,
283626,0,21040,0,,0.063,
283626,0.309,21042,0,,0.063,
283626,0.587,21044,0,,0.063,
283626,0.809,21046,0,,0.063,
283626,0.951,21048,0,,0.063,
283626,1,21050,0,,0.063,
283626,0.951,21052,0,0,0.063,0
283626,0.809,21054,0,,0.063,
283626,0.587,21056,0,,0.063,
283626,0.309,21058,0,,0.063,
283626,0,21060,0,,0.063,
283626,-0.309,21062,0,,0.063,
283626,-0.587,21064,0,,0.063,
283626,-0.809,21066,0,,0.063,
283626,-0.951,21068,0,,0.063,
283626,-1,21070,0,,0.063,
283626,-0.951,21072,0,0,0.063,0
283626,-0.809,21074,0,,0.063,
283626,-0.587,21076,0,,0.063,
283626,-0.309,21078,0,,0.063,
283626,0,21080,0,,0.063,
283626,0.309,21082,0,,0.063,
283626,0.587,21084,0,,0.063,
283626,0.809,21086,0,,0.063,
283626,0.951,21088,0,,0.063,
283626,1,21090,0,,0.063,
283626,0.951,21092,0,0,0.063,0
283626,0.809,21094,0,,0.063,
283626,0.587,21096,0,,0.063,
283626,0.309,21098,0,,0.063,
283626,0,21100,0,,0.063,
283626,-0.309,21102,0,,0.063,
283626,-0.587,21104,0,,0.063,
283626,-0.809,21106,0,,0.063,
283626,-0.951,21108,0,,0.063,
283626,-1,21110,0,,0.063,
283626,-0.951,21112,0,0,0.063,0
283626,-0.809,21114,0,,0.063,
283626,-0.587,21116,0,,0.063,
283626,-0.309,21118,0,,0.063,
283626,0,21120,0,,0.063,
283626,0.309,21122,0,,0.063,
283626,0.587,21124,0,,0.063,
283626,0.809,21126,0,,0.063,
283626,0.951,21128,0,,0.063,
283626,1,21130,0,,0.063,
283626,0.951,21132,0,0,0.063,0
283626,0.809,21134,0,,0.063,
283626,0.587,21136,0,,0.063,
283626,0.309,21138,0,,0.063,
283626,0,21140,0,,0.063,
283626,-0.309,21142,0,,0.063,
283626,-0.587,21144,0,,0.063,
283626,-0.809,21146,0,,0.063,
283626,-0.951,21148,0,,0.063,
283626,-1,21150,0,,0.063,
283626,-0.951,21152,0,0,0.063,0
283626,-0.809,21154,0,,0.063,
283626,-0.587,21156,0,,0.063,
283626,-0.309,21158,0,,0.063,
283626,0,21160,0,,0.063,
283626,0.309,21162,0,,0.063,
283626,0.587,21164,0,,0.063,
283626,0.809,21166,0,,0.063,
283626,0.951,21168,0,,0.063,
283626,1,21170,0,,0.063,
283626,0.951,21172,0,0,0.063,0
283626,0.809,21174,0,,0.063,
283626,0.587,21176,0,,0.063,
283626,0.309,21178,0,,0.063,
283626,0,21180,0,,0.063,
283626,-0.309,21182,0,,0.063,
283626,-0.587,21184,0,,0.063,
283626,-0.809,21186,0,,0.063,
283626,-0.951,21188,0,,0.063,
283626,-1,21190,0,,0.063,
283626,-0.951,21192,0,0,0.063,0
283626,-0.809,21194,0,,0.063,
283626,-0.587,21196,0,,0.063,
283626,-0.309,21198,0,,0.063,
283626,0,21200,0,,0.063,
283626,0.309,21202,0,,0.063,
283626,0.587,21204,0,,0.063,
283626,0.809,21206,0,,0.063,
283626,0.951,21208,0,,0.063,
283626,1,21210,0,,0.063,
283626,0.951,21212,0,0,0.063,0
283626,0.809,21214,0,,0.063,
283626,0.587,21216,0,,0.063,
283626,0.309,21218,0,,0.063,
283626,0,21220,0,,0.063,
283626,-0.309,21222,0,,0.063,
283626,-0.587,21224,0,,0.063,
283626,-0.809,21226,0,,0.063,
283626,-0.951,21228,0,,0.063,
283626,-1,21230,0,,0.063,
283626,-0.951,21232,0,0,0.063,0
283626,-0.809,21234,0,,0.063,
283626,-0.587,21236,0,,0.063,
283626,-0.309,21238,0,,0.063,
283626,0,21240,0,,0.063,
283626,0.309,21242,0,,0.063,
283626,0.587,21244,0,,0.063,
283626,0.809,21246,0,,0.063,
283626,0.951,21248,0,,0.063,
283626,1,21250,0,,0.063,
283626,0.951,21252,0,0,0.063,0
283626,0.809,21254,0,,0.063,
283626,0.587,21256,0,,0.063,
283626,0.309,21258,0,,0.063,
283626,0,21260,0,,0.063,
283626,-0.309,21262,0,,0.063,
283626,-0.587,21264,0,,0.063,
283626,-0.809,21266,0,,0.063,
283626,-0.951,21268,0,,0.063,
283626,-1,21270,0,,0.063,
283626,-0.951,21272,0,0,0.063,0
283626,-0.809,21274,0,,0.063,
283626,-0.587,21276,0,,0.063,
283626,-0.309,21278,0,,0.063,
283626,0,21280,0,,0.063,
283626,0.309,21282,0,,0.063,
283626,0.587,21284,0,,0.063,
283626,0.809,21286,0,,0.063,
283626,0.951,21288,0,,0.063,
283626,1,21290,0,,0.063,
283626,0.951,21292,0,0,0.063,0
283626,0.809,21294,0,,0.063,
283626,0.587,21296,0,,0.063,
283626,0.309,21298,0,,0.063,
283626,0,21300,0,,0.063,
283626,-0.309,21302,0,,0.063,
283626,-0.587,21304,0,,0.063,
283626,-0.809,21306,0,,0.063,
283626,-0.951,21308,0,,0.063,
283626,-1,21310,0,,0.063,
283626,-0.951,21312,0,0,0.063,0
283626,-0.809,21314,0,,0.063,
283626,-0.587,21316,0,,0.063,
283626,-0.309,21318,0,,0.063,
283626,0,21320,0,,0.063,
283626,0.309,21322,0,,0.063,
283626,0.587,21324,0,,0.063,
283626,0.809,21326,0,,0.063,
283626,0.951,21328,0,,0.063,
283626,1,21330,0,,0.063,
283626,0.951,21332,0,0,0.063,0
283626,0.809,21334,0,,0.063,
283626,0.587,21336,0,,0.063,
283626,0.309,21338,0,,0.063,
283626,0,21340,0,,0.063,
283626,-0.309,21342,0,,0.063,
283626,-0.587,21344,0,,0.063,
283626,-0.809,21346,0,,0.063,
283626,-0.951,21348,0,,0.063,
283626,-1,21350,0,,0.063,
283626,-0.951,21352,0,0,0.063,0
283626,-0.809,21354,0,,0.063,
283626,-0.587,21356,0,,0.063,
283626,-0.309,21358,0,,0.063,
283626,0,21360,0,,0.063,
283626,0.309,21362,0,,0.063,
283626,0.587,21364,0,,0.063,
283626,0.809,21366,0,,0.063,
283626,0.951,21368,0,,0.063,
283626,1,21370,0,,0.063,
283626,0.951,21372,0,0,0.063,0
283626,0.809,21374,0,,0.063,
283626,0.587,21376,0,,0.063,
283626,0.309,21378,0,,0.063,
283626,0,21380,0,,0.063,
283626,-0.309,21382,0,,0.063,
283626,-0.587,21384,0,,0.063,
283626,-0.809,21386,0,,0.063,
283626,-0.951,21388,0,,0.063,
283626,-1,21390,0,,0.063,
283626,-0.951,21392,0,0,0.063,0
283626,-0.809,21394,0,,0.063,
283626,-0.587,21396,0,,0.063,
283626,-0.309,21398,0,,0.063,
283626,0,21400,0,,0.063,
283626,0.309,21402,0,,0.063,
