time,Sine500,WaveSeq,SpeedPU,SpeedRe,Iq,IqRef
283627,0.587,16,0,,0.063,
283627,0.309,18,0,,0.063,
283627,0,20,0,,0.063,
283627,-0.309,22,0,,0.063,
283627,-0.587,24,0,,0.063,
283627,-0.809,26,0,,0.063,
283627,-0.951,28,0,,0.063,
283627,-1,30,0,,0.063,
283627,-0.951,32,0,0,0.063,0
283627,-0.809,34,0,,0.063,
283627,-0.587,36,0,,0.063,
283627,-0.309,38,0,,0.063,
283627,0,40,0,,0.063,
283627,0.309,42,0,,0.063,
283627,0.587,44,0,,0.063,
283627,0.809,46,0,,0.063,
283627,0.951,48,0,,0.063,
283627,1,50,0,,0.063,
283627,0.951,52,0,0,0.063,0
283627,0.809,54,0,,0.063,
283627,0.587,56,0,,0.063,
283627,0.309,58,0,,0.063,
283627,0,60,0,,0.063,
283627,-0.309,62,0,,0.063,
283627,-0.587,64,0,,0.063,
283627,-0.809,66,0,,0.063,
283627,-0.951,68,0,,0.063,
283627,-1,70,0,,0.063,
283627,-0.951,72,0,0,0.063,0
283627,-0.809,74,0,,0.063,
283627,-0.587,76,0,,0.063,
283627,-0.309,78,0,,0.063,
283627,0,80,0,,0.063,
283627,0.309,82,0,,0.063,
283627,0.587,84,0,,0.063,
283627,0.809,86,0,,0.063,
283627,0.951,88,0,,0.063,
283627,1,90,0,,0.063,
283627,0.951,92,0,0,0.063,0
283627,0.809,94,0,,0.063,
283627,0.587,96,0,,0.063,
283627,0.309,98,0,,0.063,
283627,0,100,0,,0.063,
283627,-0.309,102,0,,0.063,
283627,-0.587,104,0,,0.063,
283627,-0.809,106,0,,0.063,
283627,-0.951,108,0,,0.063,
283627,-1,110,0,,0.063,
283627,-0.951,112,0,0,0.063,0
283627,-0.809,114,0,,0.063,
283627,-0.587,116,0,,0.063,
283627,-0.309,118,0,,0.063,
283627,0,120,0,,0.063,
283627,0.309,122,0,,0.063,
283627,0.587,124,0,,0.063,
283627,0.809,126,0,,0.063,
283627,0.951,128,0,,0.063,
283627,1,130,0,,0.063,
283627,0.951,132,0,0,0.063,0
283627,0.809,134,0,,0.063,
283627,0.587,136,0,,0.063,
283627,0.309,138,0,,0.063,
283627,0,140,0,,0.063,
283627,-0.309,142,0,,0.063,
283627,-0.587,144,0,,0.063,
283627,-0.809,146,0,,0.063,
283627,-0.951,148,0,,0.063,
283627,-1,150,0,,0.063,
283627,-0.951,152,0,0,0.063,0
283627,-0.809,154,0,,0.063,
283627,-0.587,156,0,,0.063,
283627,-0.309,158,0,,0.063,
283627,0,160,0,,0.063,
283627,0.309,162,0,,0.063,
283627,0.587,164,0,,0.063,
283627,0.809,166,0,,0.063,
283627,0.951,168,0,,0.063,
283627,1,170,0,,0.063,
283627,0.951,172,0,0,0.063,0
283627,0.809,174,0,,0.063,
283627,0.587,176,0,,0.063,
283627,0.309,178,0,,0.063,
283627,0,180,0,,0.063,
283627,-0.309,182,0,,0.063,
283627,-0.587,184,0,,0.063,
283627,-0.809,186,0,,0.063,
283627,-0.951,188,0,,0.063,
283627,-1,190,0,,0.063,
283627,-0.951,192,0,0,0.063,0
283627,-0.809,194,0,,0.063,
283627,-0.587,196,0,,0.063,
283627,-0.309,198,0,,0.063,
283627,0,200,0,,0.063,
283627,0.309,202,0,,0.063,
283627,0.587,204,0,,0.063,
283627,0.809,206,0,,0.063,
283627,0.951,208,0,,0.063,
283627,1,210,0,,0.063,
283627,0.951,212,0,0,0.063,0
283627,0.809,214,0,,0.063,
283627,0.587,216,0,,0.063,
283627,0.309,218,0,,0.063,
283627,0,220,0,,0.063,
283627,-0.309,222,0,,0.063,
283627,-0.587,224,0,,0.063,
283627,-0.809,226,0,,0.063,
283627,-0.951,228,0,,0.063,
283627,-1,230,0,,0.063,
283627,-0.951,232,0,0,0.063,0
283627,-0.809,234,0,,0.063,
283627,-0.587,236,0,,0.063,
283627,-0.309,238,0,,0.063,
283627,0,240,0,,0.063,
283627,0.309,242,0,,0.063,
283627,0.587,244,0,,0.063,
283627,0.809,246,0,,0.063,
283627,0.951,248,0,,0.063,
283627,1,250,0,,0.063,
283627,0.951,252,0,0,0.063,0
283627,0.809,254,0,,0.063,
283627,0.587,256,0,,0.063,
283627,0.309,258,0,,0.063,
283627,0,260,0,,0.063,
283627,-0.309,262,0,,0.063,
283627,-0.587,264,0,,0.063,
283627,-0.809,266,0,,0.063,
283627,-0.951,268,0,,0.063,
283627,-1,270,0,,0.063,
283627,-0.951,272,0,0,0.063,0
283627,-0.809,274,0,,0.063,
283627,-0.587,276,0,,0.063,
283627,-0.309,278,0,,0.063,
283627,0,280,0,,0.063,
283627,0.309,282,0,,0.063,
283627,0.587,284,0,,0.063,
283627,0.809,286,0,,0.063,
283627,0.951,288,0,,0.063,
283627,1,290,0,,0.063,
283627,0.951,292,0,0,0.063,0
283627,0.809,294,0,,0.063,
283627,0.587,296,0,,0.063,
283627,0.309,298,0,,0.063,
283627,0,300,0,,0.063,
283627,-0.309,302,0,,0.063,
283627,-0.587,304,0,,0.063,
283627,-0.809,306,0,,0.063,
283627,-0.951,308,0,,0.063,
283627,-1,310,0,,0.063,
283627,-0.951,312,0,0,0.063,0
283627,-0.809,314,0,,0.063,
283627,-0.587,316,0,,0.063,
283627,-0.309,318,0,,0.063,
283627,0,320,0,,0.063,
283627,0.309,322,0,,0.063,
283627,0.587,324,0,,0.063,
283627,0.809,326,0,,0.063,
283627,0.951,328,0,,0.063,
283627,1,330,0,,0.063,
283627,0.951,332,0,0,0.063,0
283627,0.809,334,0,,0.063,
283627,0.587,336,0,,0.063,
283627,0.309,338,0,,0.063,
283627,0,340,0,,0.063,
283627,-0.309,342,0,,0.063,
283627,-0.587,344,0,,0.063,
283627,-0.809,346,0,,0.063,
283627,-0.951,348,0,,0.063,
283627,-1,350,0,,0.063,
283627,-0.951,352,0,0,0.063,0
283627,-0.809,354,0,,0.063,
283627,-0.587,356,0,,0.063,
283627,-0.309,358,0,,0.063,
283627,0,360,0,,0.063,
283627,0.309,362,0,,0.063,
283627,0.587,364,0,,0.063,
283627,0.809,366,0,,0.063,
283627,0.951,368,0,,0.063,
283627,1,370,0,,0.063,
283627,0.951,372,0,0,0.063,0
283627,0.809,374,0,,0.063,
283627,0.587,376,0,,0.063,
283627,0.309,378,0,,0.063,
283627,0,380,0,,0.063,
283627,-0.309,382,0,,0.063,
283627,-0.587,384,0,,0.063,
283627,-0.809,386,0,,0.063,
283627,-0.951,388,0,,0.063,
283627,-1,390,0,,0.063,
283627,-0.951,392,0,0,0.063,0
283627,-0.809,394,0,,0.063,
283627,-0.587,396,0,,0.063,
283627,-0.309,398,0,,0.063,
283627,0,400,0,,0.063,
283627,0.309,402,0,,0.063,
283627,0.587,404,0,,0.063,
283627,0.809,406,0,,0.063,
283627,0.951,408,0,,0.063,
283627,1,410,0,,0.063,
283627,0.951,412,0,0,0.063,0
283627,0.809,414,0,,0.063,
283627,0.587,416,0,,0.063,
283627,0.309,418,0,,0.063,
283627,0,420,0,,0.063,
283627,-0.309,422,0,,0.063,
283627,-0.587,424,0,,0.063,
283627,-0.809,426,0,,0.063,
283627,-0.951,428,0,,0.063,
283627,-1,430,0,,0.063,
283627,-0.951,432,0,0,0.063,0
283627,-0.809,434,0,,0.063,
283627,-0.587,436,0,,0.063,
283627,-0.309,438,0,,0.063,
283627,0,440,0,,0.063,
283627,0.309,442,0,,0.063,
283627,0.587,444,0,,0.063,
283627,0.809,446,0,,0.063,
283627,0.951,448,0,,0.063,
283627,1,450,0,,0.063,
283627,0.951,452,0,0,0.063,0
283627,0.809,454,0,,0.063,
283627,0.587,456,0,,0.063,
283627,0.309,458,0,,0.063,
283627,0,460,0,,0.063,
283627,-0.309,462,0,,0.063,
283627,-0.587,464,0,,0.063,
283627,-0.809,466,0,,0.063,
283627,-0.951,468,0,,0.063,
283627,-1,470,0,,0.063,
283627,-0.951,472,0,0,0.063,0
283627,-0.809,474,0,,0.063,
283627,-0.587,476,0,,0.063,
283627,-0.309,478,0,,0.063,
283627,0,480,0,,0.063,
283627,0.309,482,0,,0.063,
283627,0.587,484,0,,0.063,
283627,0.809,486,0,,0.063,
283627,0.951,488,0,,0.063,
283627,1,490,0,,0.063,
283627,0.951,492,0,0,0.063,0
283627,0.809,494,0,,0.063,
283627,0.587,496,0,,0.063,
283627,0.309,498,0,,0.063,
283627,0,500,0,,0.063,
283627,-0.309,502,0,,0.063,
283627,-0.587,504,0,,0.063,
283627,-0.809,506,0,,0.063,
283627,-0.951,508,0,,0.063,
283627,-1,510,0,,0.063,
283627,-0.951,512,0,0,0.063,0
283627,-0.809,514,0,,0.063,
283627,-0.587,516,0,,0.063,
283627,-0.309,518,0,,0.063,
283627,0,520,0,,0.063,
283627,0.309,522,0,,0.063,
283627,0.587,524,0,,0.063,
283627,0.809,526,0,,0.063,
283627,0.951,528,0,,0.063,
283627,1,530,0,,0.063,
283627,0.951,532,0,0,0.063,0
283627,0.809,534,0,,0.063,
283627,0.587,536,0,,0.063,
283627,0.309,538,0,,0.063,
283627,0,540,0,,0.063,
283627,-0.309,542,0,,0.063,
283627,-0.587,544,0,,0.063,
283627,-0.809,546,0,,0.063,
283627,-0.951,548,0,,0.063,
283627,-1,550,0,,0.063,
283627,-0.951,552,0,0,0.063,0
283627,-0.809,554,0,,0.063,
283627,-0.587,556,0,,0.063,
283627,-0.309,558,0,,0.063,
283627,0,560,0,,0.063,
283627,0.309,562,0,,0.063,
283627,0.587,564,0,,0.063,
283627,0.809,566,0,,0.063,
283627,0.951,568,0,,0.063,
283627,1,570,0,,0.063,
283627,0.951,572,0,0,0.063,0
283627,0.809,574,0,,0.063,
283627,0.587,576,0,,0.063,
283627,0.309,578,0,,0.063,
283627,0,580,0,,0.063,
283627,-0.309,582,0,,0.063,
283627,-0.587,584,0,,0.063,
283627,-0.809,586,0,,0.063,
283627,-0.951,588,0,,0.063,
283627,-1,590,0,,0.063,
283627,-0.951,592,0,0,0.063,0
283627,-0.809,594,0,,0.063,
283627,-0.587,596,0,,0.063,
283627,-0.309,598,0,,0.063,
283627,0,600,0,,0.063,
283627,0.309,602,0,,0.063,
283627,0.587,604,0,,0.063,
283627,0.809,606,0,,0.063,
283627,0.951,608,0,,0.063,
283627,1,610,0,,0.063,
283627,0.951,612,0,0,0.063,0
283627,0.809,614,0,,0.063,
283627,0.587,616,0,,0.063,
283627,0.309,618,0,,0.063,
283627,0,620,0,,0.063,
283627,-0.309,622,0,,0.063,
283627,-0.587,624,0,,0.063,
283627,-0.809,626,0,,0.063,
283627,-0.951,628,0,,0.063,
283627,-1,630,0,,0.063,
283627,-0.951,632,0,0,0.063,0
283627,-0.809,634,0,,0.063,
283627,-0.587,636,0,,0.063,
283627,-0.309,638,0,,0.063,
283627,0,640,0,,0.063,
283627,0.309,642,0,,0.063,
283627,0.587,644,0,,0.063,
283627,0.809,646,0,,0.063,
283627,0.951,648,0,,0.063,
283627,1,650,0,,0.063,
283627,0.951,652,0,0,0.063,0
283627,0.809,654,0,,0.063,
283627,0.587,656,0,,0.063,
283627,0.309,658,0,,0.063,
283627,0,660,0,,0.063,
283627,-0.309,662,0,,0.063,
283627,-0.587,664,0,,0.063,
283627,-0.809,666,0,,0.063,
283627,-0.951,668,0,,0.063,
283627,-1,670,0,,0.063,
283627,-0.951,672,0,0,0.063,0
283627,-0.809,674,0,,0.063,
283627,-0.587,676,0,,0.063,
283627,-0.309,678,0,,0.063,
283627,0,680,0,,0.063,
283627,0.309,682,0,,0.063,
283627,0.587,684,0,,0.063,
283627,0.809,686,0,,0.063,
283627,0.951,688,0,,0.063,
283627,1,690,0,,0.063,
283627,0.951,692,0,0,0.063,0
283627,0.809,694,0,,0.063,
283627,0.587,696,0,,0.063,
283627,0.309,698,0,,0.063,
283627,0,700,0,,0.063,
283627,-0.309,702,0,,0.063,
283627,-0.587,704,0,,0.063,
283627,-0.809,706,0,,0.063,
283627,-0.951,708,0,,0.063,
283627,-1,710,0,,0.063,
283627,-0.951,712,0,0,0.063,0
283627,-0.809,714,0,,0.063,
283627,-0.587,716,0,,0.063,
283627,-0.309,718,0,,0.063,
283627,0,720,0,,0.063,
283627,0.309,722,0,,0.063,
283627,0.587,724,0,,0.063,
283627,0.809,726,0,,0.063,
283627,0.951,728,0,,0.063,
283627,1,730,0,,0.063,
283627,0.951,732,0,0,0.063,0
283627,0.809,734,0,,0.063,
283627,0.587,736,0,,0.063,
283627,0.309,738,0,,0.063,
283627,0,740,0,,0.063,
283627,-0.309,742,0,,0.063,
283627,-0.587,744,0,,0.063,
283627,-0.809,746,0,,0.063,
283627,-0.951,748,0,,0.063,
283627,-1,750,0,,0.063,
283627,-0.951,752,0,0,0.063,0
283627,-0.809,754,0,,0.063,
283627,-0.587,756,0,,0.063,
283627,-0.309,758,0,,0.063,
283627,0,760,0,,0.063,
283627,0.309,762,0,,0.063,
283627,0.587,764,0,,0.063,
283627,0.809,766,0,,0.063,
283627,0.951,768,0,,0.063,
283627,1,770,0,,0.063,
283627,0.951,772,0,0,0.063,0
283627,0.809,774,0,,0.063,
283627,0.587,776,0,,0.063,
283627,0.309,778,0,,0.063,
283627,0,780,0,,0.063,
283627,-0.309,782,0,,0.063,
283627,-0.587,784,0,,0.063,
283627,-0.809,786,0,,0.063,
283627,-0.951,788,0,,0.063,
283627,-1,790,0,,0.063,
283627,-0.951,792,0,0,0.063,0
283627,-0.809,794,0,,0.063,
283627,-0.587,796,0,,0.063,
283627,-0.309,798,0,,0.063,
283627,0,800,0,,0.063,
283627,0.309,802,0,,0.063,
283627,0.587,804,0,,0.063,
283627,0.809,806,0,,0.063,
283627,0.951,808,0,,0.063,
283627,1,810,0,,0.063,
283627,0.951,812,0,0,0.063,0
283627,0.809,814,0,,0.063,
283627,0.587,816,0,,0.063,
283627,0.309,818,0,,0.063,
283627,0,820,0,,0.063,
283627,-0.309,822,0,,0.063,
283627,-0.587,824,0,,0.063,
283627,-0.809,826,0,,0.063,
283627,-0.951,828,0,,0.063,
283627,-1,830,0,,0.063,
283627,-0.951,832,0,0,0.063,0
283627,-0.809,834,0,,0.063,
283627,-0.587,836,0,,0.063,
283627,-0.309,838,0,,0.063,
283627,0,840,0,,0.063,
283627,0.309,842,0,,0.063,
283627,0.587,844,0,,0.063,
283627,0.809,846,0,,0.063,
283627,0.951,848,0,,0.063,
283627,1,850,0,,0.063,
283627,0.951,852,0,0,0.063,0
283627,0.809,854,0,,0.063,
283627,0.587,856,0,,0.063,
283627,0.309,858,0,,0.063,
283627,0,860,0,,0.063,
283627,-0.309,862,0,,0.063,
283627,-0.587,864,0,,0.063,
283627,-0.809,866,0,,0.063,
283627,-0.951,868,0,,0.063,
283627,-1,870,0,,0.063,
283627,-0.951,872,0,0,0.063,0
283627,-0.809,874,0,,0.063,
283627,-0.587,876,0,,0.063,
283627,-0.309,878,0,,0.063,
283627,0,880,0,,0.063,
283627,0.309,882,0,,0.063,
283627,0.587,884,0,,0.063,
283627,0.809,886,0,,0.063,
283627,0.951,888,0,,0.063,
283627,1,890,0,,0.063,
283627,0.951,892,0,0,0.063,0
283627,0.809,894,0,,0.063,
283627,0.587,896,0,,0.063,
283627,0.309,898,0,,0.063,
283627,0,900,0,,0.063,
283627,-0.309,902,0,,0.063,
283627,-0.587,904,0,,0.063,
283627,-0.809,906,0,,0.063,
283627,-0.951,908,0,,0.063,
283627,-1,910,0,,0.063,
283627,-0.951,912,0,0,0.063,0
283627,-0.809,914,0,,0.063,
283627,-0.587,916,0,,0.063,
283627,-0.309,918,0,,0.063,
283627,0,920,0,,0.063,
283627,0.309,922,0,,0.063,
283627,0.587,924,0,,0.063,
283627,0.809,926,0,,0.063,
283627,0.951,928,0,,0.063,
283627,1,930,0,,0.063,
283627,0.951,932,0,0,0.063,0
283627,0.809,934,0,,0.063,
283627,0.587,936,0,,0.063,
283627,0.309,938,0,,0.063,
283627,0,940,0,,0.063,
283627,-0.309,942,0,,0.063,
283627,-0.587,944,0,,0.063,
283627,-0.809,946,0,,0.063,
283627,-0.951,948,0,,0.063,
283627,-1,950,0,,0.063,
283627,-0.951,952,0,0,0.063,0
283627,-0.809,954,0,,0.063,
283627,-0.587,956,0,,0.063,
283627,-0.309,958,0,,0.063,
283627,0,960,0,,0.063,
283627,0.309,962,0,,0.063,
283627,0.587,964,0,,0.063,
283627,0.809,966,0,,0.063,
283627,0.951,968,0,,0.063,
283627,1,970,0,,0.063,
283627,0.951,972,0,0,0.063,0
283627,0.809,974,0,,0.063,
283627,0.587,976,0,,0.063,
283627,0.309,978,0,,0.063,
283627,0,980,0,,0.063,
283627,-0.309,982,0,,0.063,
283627,-0.587,984,0,,0.063,
283627,-0.809,986,0,,0.063,
283627,-0.951,988,0,,0.063,
283627,-1,990,0,,0.063,
283627,-0.951,992,0,0,0.063,0
283627,-0.809,994,0,,0.063,
283627,-0.587,996,0,,0.063,
283627,-0.309,998,0,,0.063,
283627,0,1000,0,,0.063,
283627,0.309,1002,0,,0.063,
283627,0.587,1004,0,,0.063,
283627,0.809,1006,0,,0.063,
283627,0.951,1008,0,,0.063,
283627,1,1010,0,,0.063,
283627,0.951,1012,0,0,0.063,0
283627,0.809,1014,0,,0.063,
283627,0.587,1016,0,,0.063,
283627,0.309,1018,0,,0.063,
283627,0,1020,0,,0.063,
283627,-0.309,1022,0,,0.063,
283627,-0.587,1024,0,,0.063,
283627,-0.809,1026,0,,0.063,
283627,-0.951,1028,0,,0.063,
283627,-1,1030,0,,0.063,
283627,-0.951,1032,0,0,0.063,0
283627,-0.809,1034,0,,0.063,
283627,-0.587,1036,0,,0.063,
283627,-0.309,1038,0,,0.063,
283627,0,1040,0,,0.063,
283627,0.309,1042,0,,0.063,
283627,0.587,1044,0,,0.063,
283627,0.809,1046,0,,0.063,
283627,0.951,1048,0,,0.063,
283627,1,1050,0,,0.063,
283627,0.951,1052,0,0,0.063,0
283627,0.809,1054,0,,0.063,
283627,0.587,1056,0,,0.063,
283627,0.309,1058,0,,0.063,
283627,0,1060,0,,0.063,
283627,-0.309,1062,0,,0.063,
283627,-0.587,1064,0,,0.063,
283627,-0.809,1066,0,,0.063,
283627,-0.951,1068,0,,0.063,
283627,-1,1070,0,,0.063,
283627,-0.951,1072,0,0,0.063,0
283627,-0.809,1074,0,,0.063,
283627,-0.587,1076,0,,0.063,
283627,-0.309,1078,0,,0.063,
283627,0,1080,0,,0.063,
283627,0.309,1082,0,,0.063,
283627,0.587,1084,0,,0.063,
283627,0.809,1086,0,,0.063,
283627,0.951,1088,0,,0.063,
283627,1,1090,0,,0.063,
283627,0.951,1092,0,0,0.063,0
283627,0.809,1094,0,,0.063,
283627,0.587,1096,0,,0.063,
283627,0.309,1098,0,,0.063,
283627,0,1100,0,,0.063,
283627,-0.309,1102,0,,0.063,
283627,-0.587,1104,0,,0.063,
283627,-0.809,1106,0,,0.063,
283627,-0.951,1108,0,,0.063,
283627,-1,1110,0,,0.063,
283627,-0.951,1112,0,0,0.063,0
283627,-0.809,1114,0,,0.063,
283627,-0.587,1116,0,,0.063,
283627,-0.309,1118,0,,0.063,
283627,0,1120,0,,0.063,
283627,0.309,1122,0,,0.063,
283627,0.587,1124,0,,0.063,
283627,0.809,1126,0,,0.063,
283627,0.951,1128,0,,0.063,
283627,1,1130,0,,0.063,
283627,0.951,1132,0,0,0.063,0
283627,0.809,1134,0,,0.063,
283627,0.587,1136,0,,0.063,
283627,0.309,1138,0,,0.063,
283627,0,1140,0,,0.063,
283627,-0.309,1142,0,,0.063,
283627,-0.587,1144,0,,0.063,
283627,-0.809,1146,0,,0.063,
283627,-0.951,1148,0,,0.063,
283627,-1,1150,0,,0.063,
283627,-0.951,1152,0,0,0.063,0
283627,-0.809,1154,0,,0.063,
283627,-0.587,1156,0,,0.063,
283627,-0.309,1158,0,,0.063,
283627,0,1160,0,,0.063,
283627,0.309,1162,0,,0.063,
283627,0.587,1164,0,,0.063,
283627,0.809,1166,0,,0.063,
283627,0.951,1168,0,,0.063,
283627,1,1170,0,,0.063,
283627,0.951,1172,0,0,0.063,0
283627,0.809,1174,0,,0.063,
283627,0.587,1176,0,,0.063,
283627,0.309,1178,0,,0.063,
283627,0,1180,0,,0.063,
283627,-0.309,1182,0,,0.063,
283627,-0.587,1184,0,,0.063,
283627,-0.809,1186,0,,0.063,
283627,-0.951,1188,0,,0.063,
283627,-1,1190,0,,0.063,
283627,-0.951,1192,0,0,0.063,0
283627,-0.809,1194,0,,0.063,
283627,-0.587,1196,0,,0.063,
283627,-0.309,1198,0,,0.063,
283627,0,1200,0,,0.063,
283627,0.309,1202,0,,0.063,
283627,0.587,1204,0,,0.063,
283627,0.809,1206,0,,0.063,
283627,0.951,1208,0,,0.063,
283627,1,1210,0,,0.063,
283627,0.951,1212,0,0,0.063,0
283627,0.809,1214,0,,0.063,
283627,0.587,1216,0,,0.063,
283627,0.309,1218,0,,0.063,
283627,0,1220,0,,0.063,
283627,-0.309,1222,0,,0.063,
283627,-0.587,1224,0,,0.063,
283627,-0.809,1226,0,,0.063,
283627,-0.951,1228,0,,0.063,
283627,-1,1230,0,,0.063,
283627,-0.951,1232,0,0,0.063,0
283627,-0.809,1234,0,,0.063,
283627,-0.587,1236,0,,0.063,
283627,-0.309,1238,0,,0.063,
283627,0,1240,0,,0.063,
283627,0.309,1242,0,,0.063,
283627,0.587,1244,0,,0.063,
283627,0.809,1246,0,,0.063,
283627,0.951,1248,0,,0.063,
283627,1,1250,0,,0.063,
283627,0.951,1252,0,0,0.063,0
283627,0.809,1254,0,,0.063,
283627,0.587,1256,0,,0.063,
283627,0.309,1258,0,,0.063,
283627,0,1260,0,,0.063,
283627,-0.309,1262,0,,0.063,
283627,-0.587,1264,0,,0.063,
283627,-0.809,1266,0,,0.063,
283627,-0.951,1268,0,,0.063,
283627,-1,1270,0,,0.063,
283627,-0.951,1272,0,0,0.063,0
283627,-0.809,1274,0,,0.063,
283627,-0.587,1276,0,,0.063,
283627,-0.309,1278,0,,0.063,
283627,0,1280,0,,0.063,
283627,0.309,1282,0,,0.063,
283627,0.587,1284,0,,0.063,
283627,0.809,1286,0,,0.063,
283627,0.951,1288,0,,0.063,
283627,1,1290,0,,0.063,
283627,0.951,1292,0,0,0.063,0
283627,0.809,1294,0,,0.063,
283627,0.587,1296,0,,0.063,
283627,0.309,1298,0,,0.063,
283627,0,1300,0,,0.063,
283627,-0.309,1302,0,,0.063,
283627,-0.587,1304,0,,0.063,
283627,-0.809,1306,0,,0.063,
283627,-0.951,1308,0,,0.063,
283627,-1,1310,0,,0.063,
283627,-0.951,1312,0,0,0.063,0
283627,-0.809,1314,0,,0.063,
283627,-0.587,1316,0,,0.063,
283627,-0.309,1318,0,,0.063,
283627,0,1320,0,,0.063,
283627,0.309,1322,0,,0.063,
283627,0.587,1324,0,,0.063,
283627,0.809,1326,0,,0.063,
283627,0.951,1328,0,,0.063,
283627,1,1330,0,,0.063,
283627,0.951,1332,0,0,0.063,0
283627,0.809,1334,0,,0.063,
283627,0.587,1336,0,,0.063,
283627,0.309,1338,0,,0.063,
283627,0,1340,0,,0.063,
283627,-0.309,1342,0,,0.063,
283627,-0.587,1344,0,,0.063,
283627,-0.809,1346,0,,0.063,
283627,-0.951,1348,0,,0.063,
283627,-1,1350,0,,0.063,
283627,-0.951,1352,0,0,0.063,0
283627,-0.809,1354,0,,0.063,
283627,-0.587,1356,0,,0.063,
283627,-0.309,1358,0,,0.063,
283627,0,1360,0,,0.063,
283627,0.309,1362,0,,0.063,
283627,0.587,1364,0,,0.063,
283627,0.809,1366,0,,0.063,
283627,0.951,1368,0,,0.063,
283627,1,1370,0,,0.063,
283627,0.951,1372,0,0,0.063,0
283627,0.809,1374,0,,0.063,
283627,0.587,1376,0,,0.063,
283627,0.309,1378,0,,0.063,
283627,0,1380,0,,0.063,
283627,-0.309,1382,0,,0.063,
283627,-0.587,1384,0,,0.063,
283627,-0.809,1386,0,,0.063,
283627,-0.951,1388,0,,0.063,
283627,-1,1390,0,,0.063,
283627,-0.951,1392,0,0,0.063,0
283627,-0.809,1394,0,,0.063,
283627,-0.587,1396,0,,0.063,
283627,-0.309,1398,0,,0.063,
283627,0,1400,0,,0.063,
283627,0.309,1402,0,,0.063,
283627,0.587,1404,0,,0.063,
283627,0.809,1406,0,,0.063,
283627,0.951,1408,0,,0.063,
283627,1,1410,0,,0.063,
283627,0.951,1412,0,0,0.063,0
283627,0.809,1414,0,,0.063,
283627,0.587,1416,0,,0.063,
283627,0.309,1418,0,,0.063,
283627,0,1420,0,,0.063,
283627,-0.309,1422,0,,0.063,
283627,-0.587,1424,0,,0.063,
283627,-0.809,1426,0,,0.063,
283627,-0.951,1428,0,,0.063,
283627,-1,1430,0,,0.063,
283627,-0.951,1432,0,0,0.063,0
283627,-0.809,1434,0,,0.063,
283627,-0.587,1436,0,,0.063,
283627,-0.309,1438,0,,0.063,
283627,0,1440,0,,0.063,
283627,0.309,1442,0,,0.063,
283627,0.587,1444,0,,0.063,
283627,0.809,1446,0,,0.063,
283627,0.951,1448,0,,0.063,
283627,1,1450,0,,0.063,
283627,0.951,1452,0,0,0.063,0
283627,0.809,1454,0,,0.063,
283627,0.587,1456,0,,0.063,
283627,0.309,1458,0,,0.063,
283627,0,1460,0,,0.063,
283627,-0.309,1462,0,,0.063,
283627,-0.587,1464,0,,0.063,
283627,-0.809,1466,0,,0.063,
283627,-0.951,1468,0,,0.063,
283627,-1,1470,0,,0.063,
283627,-0.951,1472,0,0,0.063,0
283627,-0.809,1474,0,,0.063,
283627,-0.587,1476,0,,0.063,
283627,-0.309,1478,0,,0.063,
283627,0,1480,0,,0.063,
283627,0.309,1482,0,,0.063,
283627,0.587,1484,0,,0.063,
283627,0.809,1486,0,,0.063,
283627,0.951,1488,0,,0.063,
283627,1,1490,0,,0.063,
283627,0.951,1492,0,0,0.063,0
283627,0.809,1494,0,,0.063,
283627,0.587,1496,0,,0.063,
283627,0.309,1498,0,,0.063,
283627,0,1500,0,,0.063,
283627,-0.309,1502,0,,0.063,
283627,-0.587,1504,0,,0.063,
283627,-0.809,1506,0,,0.063,
283627,-0.951,1508,0,,0.063,
283627,-1,1510,0,,0.063,
283627,-0.951,1512,0,0,0.063,0
283627,-0.809,1514,0,,0.063,
283627,-0.587,1516,0,,0.063,
283627,-0.309,1518,0,,0.063,
283627,0,1520,0,,0.063,
283627,0.309,1522,0,,0.063,
283627,0.587,1524,0,,0.063,
283627,0.809,1526,0,,0.063,
283627,0.951,1528,0,,0.063,
283627,1,1530,0,,0.063,
283627,0.951,1532,0,0,0.063,0
283627,0.809,1534,0,,0.063,
283627,0.587,1536,0,,0.063,
283627,0.309,1538,0,,0.063,
283627,0,1540,0,,0.063,
283627,-0.309,1542,0,,0.063,
283627,-0.587,1544,0,,0.063,
283627,-0.809,1546,0,,0.063,
283627,-0.951,1548,0,,0.063,
283627,-1,1550,0,,0.063,
283627,-0.951,1552,0,0,0.063,0
283627,-0.809,1554,0,,0.063,
283627,-0.587,1556,0,,0.063,
283627,-0.309,1558,0,,0.063,
283627,0,1560,0,,0.063,
283627,0.309,1562,0,,0.063,
283627,0.587,1564,0,,0.063,
283627,0.809,1566,0,,0.063,
283627,0.951,1568,0,,0.063,
283627,1,1570,0,,0.063,
283627,0.951,1572,0,0,0.063,0
283627,0.809,1574,0,,0.063,
283627,0.587,1576,0,,0.063,
283627,0.309,1578,0,,0.063,
283627,0,1580,0,,0.063,
283627,-0.309,1582,0,,0.063,
283627,-0.587,1584,0,,0.063,
283627,-0.809,1586,0,,0.063,
283627,-0.951,1588,0,,0.063,
283627,-1,1590,0,,0.063,
283627,-0.951,1592,0,0,0.063,0
283627,-0.809,1594,0,,0.063,
283627,-0.587,1596,0,,0.063,
